CKG_NM,CKG_MTH_ACTO_NM,CKG_MTRL_CN
전복새우우동샐러드,데치기, 전복 작은거 새우 양송이버섯 올리브유 소금 후추 우동사리다른종류의 면 가능 게맛살 양상추 잎 파프리카 양파 방울토마토 드레싱 진간장 다진마늘 설탕 식초 참기름 올리브유 
총알오징어숙회,데치기, 총알오징어 부추 초고추장 
오징어링,데치기, 오징어 꽈리고추 소금 초장 
총알오징어숙회,데치기, 총알오징어 초고추장 고추장 식초 설탕 다진마늘 통깨 
전복회,데치기, 전복 굵은소금 청주 쯔유 생와사비 
문어숙회,데치기, 문어 밀가루 초고추장 
표고버섯숙회,데치기, 표고버섯 초고추장 초고추장 고추장 설탕 식초 올리고당 사이다 큰술
스팸계란밥,데치기, 밥 공기 계란 스팸 반 정도 소금 물 
오징어숙회,데치기, 오징어 노란 파프리카 빨간 파프리카 양파 부추 또는 쪽파 고추장 설탕 식초 
브로콜리,데치기, 브로콜리 식초 
